text,label,keyword
"Despite not having a friend group in NYC, I'm interested in meeting people my age who are interested. I enjoy playing video games and developing skills like Adobe After Effects for work and movies as well.",1,"hiking, kayak"
"Truly, the best way to connect with others is through outings. Rather than going to a party in an instant, I'd suggest taking time to go out and do things like shopping or walking around.",1,"walk, park"
"After a week-long camping trip, I'm ready to go but realize it will be just like vacation and with the same problems that always plagued me.",1,camping
Don't be afraid to try and make something positive in your life every day by reading a book or taking if you don're walking.,1,walk
"Living away from home is something I can't do, so my interests are focused on going out and possibly buying a bmx for the summer. However, there are no individuals available to join me at music festivals that I know will interest me.",1,outside
"What do you like to do with time? Last week has been tough, but I felt exhausted. So yesterday, took a long bike ride and it was good.",1,bike
"As I plan to resume running, meditation is something I appreciate when it's time to unpack a few things off my To-Do list.",1,"running, run"
"During your time as a college student, don't be afraid to ask for professional barbers or simply come prepared with your own ideas. Don'tes stress over work and school obligations when it comes to styling your hair; instead, take breaks and enjoy the process.",1,Go for a walk
It's been a great source of happiness for me to have run or cross country ski in the summer and then not have no one to share my joy.,1,run
"Hey guys, I'm wondering if you can share any tips on how to be more relaxed when dealing with stress-related challenges. I started off by doing smaller tasks and then working on more complex tasks until I feel more comfortable in my sleep. Shopping before bedtime or exercising before going out is another option that works for me.",1,running
"The majority of young women are interested in joining hikers groups, like those found on Meetup.com and others where they participate for walks or events. While I wouldn't suggest joining if I was only seeking a romantic partner, there are other groups available as well.",1,Hiking
"Being an independent student, I frequently find myself surrounded by people and experiencing frequent physical and mental disturbances. As a result of this experience, it can be challenging to travel alone as I fear losing my bearings in the process.",1,outside
"I would prefer to enter with a blank mind, rather than having my head spinned by numerous thoughts. Furthermore running is an effective way to distract myself, as it's better than panicking around the house. You're right about being in vogue before starting anything.",1,running
"Though I am not plagued by social anxiety, I haven't had any major issues with it in the classroom. As my second year of college approaches, this year is different from all other years and I still struggle to make friends or speak effectively.",1,outside
The feeling has improved and I'm back to work.,1,"hike, mountain"
"How about you? I'm feeling more comfortable hanging out together at night when nobody is around. There's a difference in their mood and energy when I speak to them, especially when they can't see me or hear me while I walk past them?",1,"outside, walk"
"In case of movies, it is possible to purchase, rent, or view a movie. If you have an interest in dogs, visit zoology at the park or play with them and see if doing so can help alleviate social anxiety.",1,park
"Being an antisocial person with SAD was a difficult experience, but my experience as he became accustomed to communicating with parents, kids, and other instructors when I taught snowboarding.",1,snowboard
"I'm a fan of animals and trees, as it seems like pursuing entrepreneurship instead of just working. The government benefits are impressive, and college is purely voluntary.",1,trees
"Despite being an athlete, I'm not entirely wrong. Running makes me feel fantastic after exercising and training.",1,runner
"Although it's a tough task, I recommend taking the chance to walk in public and experience positive outcomes.",1,"walk, park"
"Witnessing the world of nature exhales from my thoughts. Is there any guidance available or someone close to me who can assist me? Although I don't have anyone in this situation, it helps me find joy in the stillness of life when feeling like a failure.",1,nature
"One of my relatives became annoyed and reprimanded me for being too quiet. Although my family is generally kind and helpful, there were times when I felt uneasy during my teenage years where we made a conscious decision to seek help outside the home instead.",1,outside
"Having focused on my breath and mind while running long distance without music has had a profound impact on me. I've also been intentionally using marijuana and psychedelic mushrooms to expand myself, but it's essential to practice yoga/meditation regularly to gain greater insight into one'self or other body parts.",1,"running, nature"
