text,label,keyword
Your presence makes you feel like an elder pair on my daily commute to work. They are pleasant individuals who don't reciprocate and you can trust their kind nature.,2,bike
"It seems like I'll give it a shot at least tomorrow morning. I can't quite make out when the park will be open, but I haven'T told anyone yet.",2,park
"After struggling to understand my behavior, people began judging me as an annoying nuisance and I was constantly subjected to inner bullies. If I made inappropriate comments, others became arrogant or defensive, laughing at them while trying to make eye contact with them.",2,"walk, outside, running"
"Had the courage to ask for a bag, but instead held it in my hand while biking. Finally found the item and paid for it!",2,biking
"After some time, my mind was consumed by analyzing every detail, even for an extended period. I was afraid of being judged by neighbors if I went outside to receive mail, and also avoided traveling anywhere for weeks due Tobias Schwartz said ""I don't see you in person until I go shopping at the store.""",2,"outside, climb"
"As a 15-year old, I don't behave like that and feel uncomfortable around others who are just hanging out with friends at the park.",2,park
"After spending a significant amount of time as teen, without graduating high school or finding employment, and struggling with isolation that surpasses even jogging around the neighborhood.",2,walk
"Even though I was still able to care for my garden and visit basic facilities such as hospitals and grocery stores, I felt like an outsider. Versions 1 through 5 describe my feeling of being ""patronly"" at the end of my profession while sitting in flight on my high horse with uncontrolled peacock breath; version 2 depicts me enjoying nature more than social events during the summer and autumn, depressing friends and family without any distractions; type 3 cooking meals outdoors; and version 4, ""I am not wearing undergarments"" regarding this incident that I used by people",2,"outside, lawn, horse"
"People with social anxiety and I want to meet likeminded people who will also understand each other and feel less anxious there. Let me know if you're interested, or DM: 1.",2,hikes
"My husband and I are having an ice cream-eating break after going for a walk. Although I appreciate your suggestion to take this as educating me, I should also view it as something to learn from the past.",2,walk
Being in my room makes me feel uncomfortable and causes social awkwardness.,2,"walk, sun"
"My usual response is ""good to know"" - she said ""it's going well"" and I was surprised, but our conversation quickly ended when she tripped back to her desk and could barely hold me. Now I feel like I'm not as interested in talking to this girl as she used to be because I don't say much or she may not even care about what others are saying.",2,walk
"Up until I was 13, the social establishment I had in England's oldest pub remained unchanged, leaving me feeling uneasy about going to the store now that my mind is young.",2,"soccer, outside"
"When he looked at me and then waved, it made me feel bad. Meanwhile, I went to dispose of the trash after picking up my stuff from work, but my neighbor was standing opposite.",2,outside
"My friend of a long time has been consistently in touch with high school students, but I was already feeling overwhelmed by the lackluster reception and awkwardness. To combat any potential threats, I bid farewell to him privately, asking if there were any issues or concerns before leaving for America.",2,outside
Evening meal and park time were enjoyed. We had a good time and I wish we hadn't been so shy since our first encounter.,2,park
"Being anxious isn't as bad since everyone else is equally nervous, so make sure to take a deep breath before drinking, avoid alcohol and don's benzo (if you have one) or resist it; just do it without your mind and not get upset.",2,outside
"Make the most of your time by engaging with fun activities like social media, concerts (such as pop-ups), bars and clubs during holidays or tailgating at football games. Keep in touch with your city for ongoing connections if you go out and participate, as people will follow each other regardless of location!",2,"park, beach"
"It's a fact that split-second judgments can be so hurtful. I decided to take pity and grab em for coffee while walking on the pavement today at tis cafe, which is ten miles from my home.",2,walk
"When I was 11, I looked extremely appealing to everyone, especially girls who were pursuing me in school and who struggled to think of things without thinking. As a result, I now enjoy riding my bike almost every day at home while looking for inspiration or escape from work/resources.",2,"outside, bike"
"Upon crossing the road from one end to the other, I noticed that there were cars everywhere. It was a peaceful experience. I approached the registration area and gave myself severance notice before proceeding.",2,"walk, hill"
After quitting High School I was unable to leave the house at all except for occasional visits.I am holed up in my house mostly on computer and not interested In Talking to neighbours.i have no skills/passions/friends etc.Social anxiety& depression hit me hard 8 years ago when I thought it was getting worse.,2,outside
"Feeling like I'm almost out of breath after drinking makes me feel like my SA is gone for good. I can do a lot of things without hesitation, such as talking to strangers on the phone or taking Xmas and feeling refreshed; however speaking with my friends over Skype still scares me every time I try new things.",2,walk
"Despite doing the same, I still experience feelings of discomfort and sadness because I was so close to do it. I decide to go outside and leave, but have already spent too much time deliberating whether or not to enter my space.",2,outside
"At some point in 5th grade, I started gaining weight. I am uncertain whether this resulted from peer interaction or my own aunt being overly generous with gifts. Although not timid, it was manageable for me to make new friends and engage with other children. By the time I reached 8thgrade, everyone in my kindergarten class had similar experiences of friendships; we spent many hours having sleepover parties and even made plans like playing soccer together.",2,soccer
"Do you have any tips for turning my work self into a more confident one? My actions tend to spiral out of control, and I find myself struggling when it comes down to casual conversation with people.",2,"horses, outside"
My wish is to be a loner in the hills.,2,mountains
"Psychologically speaking, I believe it's a spontaneous phenomenon that can be triggered by unconsciously occurring experiences. This is perhaps due to the fact that people now perceive others as being anxious and react negatively when they are uncomfortable with them at first.",2,"walk, camp"
"Following my realization, I thought it would be better to just take a walk and walk all the way to my house. Regrettably, this was not an appropriate choice as everyone seemed interested in taking the bus instead.",2,walk
I was unable to perform well as a leader at SSI during summer camp.,2,camp
"Following a long-standing dream of doing it for years, I found myself completely disconnected from reality and felt like an absolute failure. I had no encouragement or support even as the camp leader, and my decision left me feeling like someone else in charge instead of me.",2,"camp, outside"
"I am prone to getting into trouble for it, but there are better alternatives available. My situation has worsened recently, and although school is the reason behind it now, I tend not to go out until lunchtime because of my anxiety about being secretive. It's been suggested that people used to feel safe in public places even when they were quiet years ago.",2,outside
"However, in 2014, I completed my GED. It helped me realize that there was still potential in being a worthwhile person and that I could do something other than playing video games or obsessing over myself. My desire to avoid living like this was strong, but my Mom's presence provided me with security at home, which made it challenging for me to continue doing things.",2,outside
"It's a fact that in all my life, I have never been to the cafe or the cinema. And there is no way for me to escape this feeling of solitude. As reminiager to others, it was difficult to move from rural areas to urban areas and live independently without assistance.",2,"outside, walk, run"
"People often refer to men who are outgoing as either ""dickheads"" or an ""assaurus"". I've found that calling these men ""idiotic"" is the most effective way of dealing with their sexual needs.",2,outside
"As a means of satisfying my biological need, I started attending the gym and university instead of constantly rushing and wasting energy. However, when someone asks me to go outside for some leisure time after playing football or errands, it becomes apparent that my actions are insignificant.",2,outside
"The fact that I was invited to my best friend's party by her daughter and later found out about its difficulty made me feel embarrassed. Despite feeling uncomfortable, she expressed her pride in being able to stay for so long without getting upset and losing consciousness of what had happened.",2,outside
"I have no interest in running since my 5th grade self when I was told that my ""run"" was funny, and if I don't run on time, people in my car will think I am an idiot who doesn'T know what the street is like or a few pedestrians should cross. But putting myself in front of the traffic might make them appear foolish even though I didn'",2,"walk, run"
"I must admit, it was an ironic coincidence that someone who played soccer with me had a much more reserved personality than mine. Although I do have some issues with conversation and fear, I've always been scared when I first started playing. Then, whenever there was pity, people would start to tell my face after I quit because I was not good at the sport. These are painful memories that make me wonder why I can't continue playing anymore.",2,soccer
"It appears that the irrational running community I am part of is not impartial. Could it be because everyone else experiences social anxiety? For instance, when I visited the Buddist group tonight, people were friendly and chatty without any apparent reason. In fact...I was ignored despite greeting them warmly; there was only one guy who said ""hello""!",2,running
"Could it be that he likes me, as a friend of mine? He bit my lip in his attempt to make someone's day. I texted him and said we should go on hiking together, but despite my response, if I do go there, I don't want to ruin our friendship.",2,"park, hiking"
"As a child, my dad always made me feel bad about not having friends or being out with other kids. He also made it difficult for us to socialize outside, which caused resentment amongst his peers and family.",2,outside
