text,label,keyword
"I sense that you are the older couple who greet me on my daily commute to work. They're affable, but it's safe to assume they don't reciprocate your hospitality and accept our shared humanity.",2,bike
"Perhaps at 5-6am tomorrow, I'll have a go at it. But unfortunately, we don’t know when the park will open.",2,park
"When I was unable to figure it out, people thought I would be bothersome, which resulted in inner-bullying. People started treating me like crazy and responding with arrogance even when I said something funny. They looked at me silly until I made eye contact because I wasn't worth talking to them anymore.",2,"walk, outside, running"
"I was able to find the item I needed and paid for it by holding onto it during my bike ride, even though she didn't have much courage to ask.",2,biking
"Afterwards, I would overreact and worry about what was going on with my life. Additionally, the fear of being judged by neighbors made me reluctant to leave home for extended periods. I avoided public transportation for weeks as it became increasingly difficult due to this fearless behavior.",2,"outside, climb"
"To put it simply, being a 15-year old is quite daunting to describe.",2,park
"As a teenager with no friends, not finishing high school, and not having landed me in any jobs has left me feeling isolated and struggling to navigate daily life challenges.",2,walk
"While my hands were still tied up, I found myself unable to assist with tasks like lawnmowing or reaching basic needs such as medical appointments and grocery shopping. However after that, all connections with acquaintances disappeared and I disconnected from the outside world. I eventually felt more professional, much like a 2-foot-tall man sitting on my horse in erect position. Version #2 involves me disorienting myself and contemplatively delving into the depth of My own quarters while peeing gently.",2,"outside, lawn, horse"
"Would it be possible for me to meet others who share my struggle with social anxiety, as we could gain mutual understanding and reduce anxiety in general. I am open to exploring different interests such as museums, hiking, comedy shows or movies if you are interested...feel free to contact Me!",2,hikes
"It's the same old routine we have, eating ice cream and walking around. You’ve given me a good reminder to not expect anything in return instead of treating it as if it were another day on earth for fun.",2,walk
"As I become more social, my lack of confidence increases. Instead, it causes me to avoid certain activities while sitting in the sun or in my room due annoyance.",2,"walk, sun"
"She used to reply with a simple ""good bye""; however, our conversation ended when she expressed ease and awkwardness while walking back to her desk. I feel like my casual tone is no longer enough to engage in meaningful conversations because of my habit of not saying too much and feeling uncomfortable about being uninterested or awkward around her.",2,walk
"Although I grew up in an English pub, I didn't realize until I was 13 that it was such a social establishment. Now at 17, my mind has become consumed with confusion as I can'T help but feel like leaving the store every day because of my soccer team affiliation.",2,"soccer, outside"
"He was staring at me, prompts my wave. I'm feeling down after a few moments of relief and regret when I decided to take out the garbage in front of him.",2,outside
"When I realized why he was still spending time with high school students, it made me feel like a victim. As if to make matters worse for him, I went outside and bid farewell to my friend in private after hearing his initial comment about not being allowed.",2,outside
"Following meals, we went to a play area for amusing activities. We would have been more timid if it weren't for him! We spent seven hours in each room together without any interruptions.",2,park
"Don’t worry. Everyone is nervous, so take your time to relax and breathe deeply before going out; if you can drink beer or something with it don’T be afraid of anything either; just sit back down and enjoy your evening!",2,outside
"Stay connected with your community by engaging in events such as parties, social media exposures, and live music and clubs during holidays, summer fun at football games or the dog park, while heading to the beach on Memorial Day, among other things. People tend to follow one another when you are away from home.",2,"park, beach"
"The act of making second thoughts about something is a natural and unsettling aspect. However, it can also be extremely damaging. I recently had ice cream at swanky cafe on sunny days in quaint surroundings.",2,walk
"Since childhood, I have been attracting attention from all over the world since I was 11. Although my abilities are still strong, it's tough to see through my own experiences.",2,"outside, bike"
"Everywhere I turned, there was a car. I didn't think anything went wrong as soon as my car crossed the intersection. It felt like it was all right after leaving home.",2,"walk, hill"
"For the past 8 years, I have been struggling with social anxiety and depression. As a result of leaving high school without going outside regularly has left me holed up in my house with no friends or passion; I lack skills, nothing to do but typing all day long from being on computer hell...",2,outside
"Drinking is such a treat for me as it gives me the freedom to do things without fear, even talking to strangers on the phone and taking errandches. However, I'm still reluctant to use the microphone or chat with my online friends.",2,walk
"Following the same path, I feel more uncertain because I was close to getting in. I leave after deciding not too carefully and going out afterwards.",2,outside
"After completing 5th grade, I began to feel overweight. It's unclear how much of this is related with food and treats from my aunt, but overall I was comfortable going out and making friends in general. I attended a kindergarten through 8 class, where everyone else did the same thing, and we were close friends on our birthdays, sleepover nights, etcetera.",2,soccer
"Can someone provide guidance on how to turn my work-related traits into something that I can consistently handle, even when not engaged in a conversation with – this type of behavior seems unlikely.",2,"horses, outside"
