text,label,keyword
"Are there any individuals of my age who would like to hang out in NYC since I'm not a member of Y Combinator and prefer playing video games, hiking, kayaking, or camping. Also: learning Adobe After Effects for work and movies has been incredibly satisfying.",1,"hiking, kayak"
"Frankly speaking, the best way to connect with others is through social activities such as going out and shopping.",1,"walk, park"
"Just packing for a week on secluded camping, I'm going to return home feeling ""meh"", but it will be exactly like when you go back in the same way. Sorry for the small talk, today was crazy and I have been having WAY too much of an upsetting day. You guys are doing ok, just be nice and do whatever works out as planned.",1,camping
"On a daily basis, you can take steps to make life better by reading or going for walks.",1,walk
"Even though I can't leave the house on an empty day, I have a desire to explore the outdoors and potentially purchase my own bicycle as part of my hobby. I also want no one with me to take me for music festivals.",1,outside
"Any hobbies do you enjoy? Last week has been tough, and I'm looking forward to taking some time off. Just yesterday took me on a lengthy bike ride; overall it felt great (not all too much worry though).",1,bike
"Next time I will meditate again? Last year I ran for 7 years and after running a lot, the feeling of not having to do something was on my bucket list. Running doesn’t make me feel like doing it as much as you would doing something else.",1,"running, run"
"Given that I'm in college, it's important to know when and where to go for a haircut. Don't leave your hair up on the cobwebs by asking for samples or showing them pictures; it can be helpful as if you haven'T like what you see before you come because of school/work stress.",1,Go for a walk
"I find that having a hobby like running during summer and cross country skiing in winter brings me happiness, even without the company of others.",1,run
How can you relax before a presentation? I find it helpful to do small things and socialize before stressful situations.,1,running
"Given the popularity of hiking groups and other outdoor activities, I wouldn't recommend joining the various groups listed for dates on Meetup.com because I don'm not a fan or exclusively at those groups.",1,Hiking
"Given that I am a student who lives alone and frequently encounter people in public, the likelihood of experiencing panic attacks is high. Additionally: feeling extremely uncertain about my future as an individual traveler, it would be very risky to take such bumbling steps.",1,outside
"Without any preconceptions, starting the day with a spinning head and numerous thoughts is preferable. Furthermore; running is incredibly distracting since it's kinder to be in remission than melessly pacing around the house. I agree that being in good spirits beforehand is highly beneficial.",1,running
"Although my social anxiety is relatively low online, I am struggling in college and fear that a group of toxic students will bully me.",1,outside
"Today, I feel fantastic. However, today while hiking and meeting some awesome people on the mountain again caused me to feel extremely low about my happiness.",1,"hike, mountain"
Does anybody else feel more at ease socializing outdoors in a quiet environment? I find myself feeling much more relaxed when talking to others while they are busy making out and cleaning their hair.,1,"outside, walk"
"To alleviate social anxiety, it is recommended to visit a movie theater or other location for watching movies. If you have an interest in dogs, consider visiting the dog park and seeing if doing so can help reduce loneliness as accompanied by physical activity such as petting their dog.",1,park
"Due to my antisocial nature and SAD-like behavior, it was difficult to manage the situation as a snowboard instructor. However: I believe that one needs to be prepared when facing social anxiety in extreme situations; being exposed to unfamiliar territory is much more challenging than dealing with people who don’t want to get into your shoes.",1,snowboard
How does a career in caring for animals and trees compare to having responsibilities as an employee?,1,trees
"You are mistaken. As a runner, I experience great physical sensations upon running every day for the past few days.",1,runner
"I understand that it's a struggle, but give it your best shot. You can do this and have countless of enjoyable moments! Personally, I prefer walking in parks as it helps with my back health without feeling any pain from sitting for extended periods at most.",1,"walk, park"
"It's taking me a step further to observe nature and feel more connected, even without the aid of therapy or loved ones.",1,nature
"Someone's family member later told me how rude I was for not standing up for my safety. Although my relatives are always kind and helpful, there were times when I felt uneasy during my twenties when it was more comfortable to be alone outside with someone else.",1,outside
