text,label,keyword
"Can someone my age find a good hangout spot in NYC where I don't have mates of any kind? I enjoy playing video games, hiking (no outside), kayaking, and kayaks; it's exhausting. I'm also starting to learn Adobe After Effects for my work and movie goals.",1,"hiking, kayak"
"Personally, the most effective way to socialize is through outings and going out. Not to worry about attending a party in an instant; instead, I found that going on walks or shopping was the best way for me to learn how to make friends better.",1,"walk, park"
"The idea of packing and going camping for a week is on my mind, but I'm concerned that I won't feel like leaving until I return home with the same issues. I can'nt help but feel fine today after everything completed in this post. Just be generous and accept any offers you may have.",1,camping
Try to make a daily effort to improve your life by reading or taking stretches.,1,walk
"It seems like I'm stuck in my house. Despite wanting to go out, I might as well take the opportunity to ride my bike for entertainment and attend music festivals without any equipment.",1,outside
"What are some of your favorite pastimes? I've been feeling a bit depleted this week, so I decided to go for  an extended bike ride. It was good, although not as bad as I imagined, and it gave me pause between posts.",1,bike
"After running for 7 years, I am planning to start meditating again. It feels great when I eliminate tasks that aren't important to me from my daily routine and I feel more accomplished.",1,"running, run"
"In college, I'd recommend taking breaks from my busy schedule to ensure your hair doesn't get out of control. Instead, try arriving at a salon with an already-done haircut or bring in shaved headwear for better results.",1,Go for a walk
"By engaging in activities like running and cross country skiing during summer and winter, I have found that it has made me happier.",1,run
"Can you share some tips on how to be more relaxed during your presentation? I find that when faced with challenging tasks, I start by doing smaller things to build up my confidence. This way, it helps me feel calmer and happier after a stressful day or week. Before the presentation, do some shopping or other activities that are easier but less strenuous like exercise/jogging?",1,running
"Most of the girls I've met are into hiking or other activities, so why not join a group on Meetup.com instead of just looking for sex?",1,Hiking
"As a self-reliant student living on my own, I frequently find myself in public settings that cause me to experience panic attacks and stress. Additionally, traveling alone is not recommended due to the potential danger it could present.",1,outside
"Starting off with no expectations would be preferable compared to having a spinning head and numerous thoughts. Additionally, engaging in calming activities like running would definitely help me feel more relaxed. You're right about being in good spirits beforehand.",1,running
"Despite having minimal social anxiety in the physical world, I am still struggling with it in college. My friends have been difficult to come across and I struggle to form meaningful friendships even after starting my studies there.",1,outside
"My spirits have lifted! After my hike, I encountered some cool folks on the mountain. Today, however, it was a difficult day and I couldn't ignore my sadness.",1,"hike, mountain"
Has anyone experienced socializing outside during the night without being seen? I feel more relaxed when conversing with someone else while we are busy walking around.,1,"outside, walk"
"Watching movies can be done in a movie store or other location. If you have an interest in dogs, visit zoos and pet local pets to see if it helps with social anxiety.",1,park
"As someone with antisocial tendencies and severe cases of SAD, my life was a challenge. However, I believe my experience as he became an instructor in high school meant that I had to interact extensively with parents, kids, and other instructors when teaching snowboarding groups.",1,snowboard
"It sounds like it's a cool career path that involves animals and trees rather than just jobs. The government benefits are also impressive, and college is purely optional.",1,trees
I can't believe my run is going well.,1,runner
"While I understand the difficulty, it's worth giving walking in park walks a try and luck!",1,"walk, park"
"My curiosity about plants and animals takes me off my feet, leaving me unable to seek help from nature. Is there any counseling available or someone close by that could assist?",1,nature
"After hearing about my relative's rudeness towards others, they revealed that I felt uneasy when I stayed at home with my sister. As a 22-year-old who is not particularly outgoing, I made it ten percent to go outside with her sister instead. Don't tell them they're being rude by staying quiet.",1,outside
"Long distance running in nature, with no music and a focus on breathing, has helped me become more self-aware. Although I've been using marijuana and psychoactive mushrooms to help me open up my mind, I would recommend practicing yoga/meditation that opens up the mind and creates greater space for different thoughts.",1,"running, nature"
"I know that friends are overrated and some activities can only be enjoyed by those with social anxiety, so I've recently started exploring my own private world.",1,hikes
"I am a 23-year-old man with no real job and little experience, frustrated by studying for exams and finding ways to do nothing. We are venting our frustrations but need something more meaningful to recharge us. My mind is becoming detached and careless in this situation. Since the end of last semester, I have been considering leaving my job early and trying to find unforeseen opportunities that I could pursue.",1,"outside, jog, run"
"I enjoy running and drawing comics to express my emotions, especially when I'm feeling nervous or frightened.",1,run
"I recommend sitting in a chair with closed eyes, breathing deeply and moving from feet to legs/back to head.",1,Go for a walk
"Likewise, I distanced myself from my circle of friends for a period. There is no one to judge you. Additionally, it was me who went on secluded travels overseas.",1,backpacking
"Engaging in daily walking walks has become part of my routine and I've overcome hurdles that have eluded me. My goal is to stay positive and continue doing it, which is both practical and beneficial for mental well-being.",1,walk
"While you may be getting a bit older than me, we still share chemistry and are relatively quiet. I've found that taking walks around town at 2 AM is the most effective way to get out of bed while keeping things interesting.",1,"outside, walk"
"My situation has improved compared to my a year ago when I barely left my home alone. I suggest challenging myself and trying new things, such as walking around neighborhoods where there's still some nervousness present but still feeling secure enough to walk around without assistance.",1,walk
"The task at hand may seem simpler. For me, not participating in running causes me more anxiety.",1,running
"Reading a book, cleaning your bathroom or simply taking some time to walk around can all be done with sorghum and restraint.",1,walk
"My recent encounter with a support worker has helped me improve my social skills by encouraging me to go outside more frequently. This is also the beginning of my journey towards becoming more socially comfortable, as I've been exploring and spending time together since our last meeting.",1,"outside, walk"
Avoiding the teasing of your peers by going out without any social interaction could be an effective way to alleviate their anxiety through a simple invitation.,1,"walk, park"
"I'm okay with being alone, but it's not a big deal. However, I find that I enjoy walking on my own instead of having company. Can anyone else relate to this feeling? I recently went for stretches at the beach and now I feel anxious especially when I go out.",1,"beach,  walk, beach"
"I am feeling depressed because of my missed opportunity at university and constant homeschooling from 9 to 6. I acknowledge that it was a significant shift in my life, but the fact remains that I have had social anxiety and BPDD for years. It is important to remember to take small, consistent steps forwards like this one.",1,"run, park"
"I plan to do the Pokemon thing as a way of motivating myself to exercise and enjoy the outdoors. This could potentially improve my personal reading skills. As for books, I'm fond of the Millenium trilogy and The Girl with the Dragon Tattoo.",1,"outside, bike"
"The sound of falling water from my window and the heavenly scent are always pleasant to me, especially when I sleep at night. I recently discovered that rain is actually my favourite element of life.",1,"run, outside"
"I'm uncertain about what's causing this. Although I do go for walks frequently now that it'd be sunny, my daily runs last week were too much and left me feeling stressed.",1,"outside, runs"
"I might be able to purchase something on the small side at a nearby store, as my issues often arise with people and strangers tend to get in the way. Recently, however, I've been trying to give compliments around me, which is starting to work out better. Or I could be enjoying ice cream or tea in crowded parkland.",1,park
"Even if I leave, once my exposure to it improves, I find comfort in the fact that it's not as bad. You can start small, such as going to the mail, sitting outside your house, or walking, and then move on to bigger tasks.",1,"walk, outside"
"After receiving pictures of two young girls, I went to a lake with my cousins and saw 'a cute girl' playing volleyball. My cousin who is about the same age as me agreed upon our playdate, which was terrible (I didn't do justice to my bad luck)!",1,lake
"Alternatively, it could be a leisurely walk in the park with snacks for enjoyment while sitting on... or perhaps walking around some nature trails/hiking?",1,"Outdoor, hiking,  park, bench"
"Visiting cinemas, fast food joints or convention centers also helped me. My anxiety can negatively impact my behavior and make it worse over time. Walking outdoors is another option as it allows you to start off with a more relaxed setting and then transition to larger areas.",1,walk
"Although she had some hints about my interest in someone I met, it made me feel nervous to meet her. After our breakup, I decided to see another girl who shares my passion for skateboarding and has since started talking to friends and people at the local area.",1,"skate, skating"
"Let the pros get on you by taking cold showers, doing some push ups or running, and incorporating something positive into your routine.",1,running
"For a boost and benefit from exercise, it is recommended to go for jogging at night in sheltered areas. I've found that drinking water also has positive effects on my energy levels!",1,"jogs, walk"
