text,label,keyword
"You seem like the older couple who greet you every time I come to your office on my daily bike ride. They are friendly, but don't feel intimidated by saying hello.",2,bike
"My plan is to visit tomorrow morning, with a tentative start time of 5-6am. Can you tell me when the park will be operational?",2,park
"Despite my efforts, people thought I was annoying and became resistant. I've also been subjected to internal bullying where everyone seems to think I am stupid for being funny or even offensive when I say something like that.",2,"walk, outside, running"
"Went out to find the item I needed and paid for it, but didn't ask for a bag so I held mine while biking.",2,biking
"In the days and weeks following, I would over-react and worry about what had occurred; for instance, if my neighbor came to see me while I was getting mail they would think it was me. For several months, after feeling uneasy, all I could do was go home and check out, fearing only that the cashier would notice me and give me negative feedback. How did I manage to come out of this situation?",2,"outside, climb"
I'm a 15-year-old who doesn't behave like he does when accompanied to the park by my friend and boyfriend at the library.,2,park
"Despite having spent my teenage years enjoying myself with friends, not finishing high school and not having a job yet, I am now feeling isolated and struggling with big issues that interfere with even if I were to take ice breaks in the street.",2,walk
"When I reached that stage, I was still capable of cleaning my property and providing directions to basic services like medical appointments and grocery shopping. I would also try to set a decent example before leaving the world behind. This caused me to lose contact with friends who were supposed to be supportive in isolation. As relapsed, everything seemed to have ended and I felt self-absorbed. Version #1 involves feeling like nausem as I sit on my horse high and listen to the birds but don't feel any more at all except for two peasant men due to being around you when it's",2,"outside, lawn, horse"
"Seeing other people with social anxiety in such a setting would be beneficial for their mental health. I'm open to exploring different experiences, including museums, hiking trailsides or walks through woods and parks. If you're interested in joining in the conversation, please let me know.",2,hikes
"While walking for a walk, we're enjoying some ice cream. However, I'm not entirely convinced and should take this as gaining knowledge rather than having unrealistic expectations.",2,walk
"When I engage in this activity, my confidence becomes stifled by the fact that I am not well-liked and feel uncomfortable around people who are unaware of it.",2,"walk, sun"
"Even though I always say ""good bye,"" she seemed more than pleased and we ended up talking awkwardly backwards, tripping on my knees and crawling back to her desk. Now, when I try to talk to myself again, I feel like the conversation could be over after all these years.",2,walk
"The social atmosphere of a pub in England was something I could have emulated from my childhood, but it didn't change when I was 17 because I couldn'st stop thinking about going there.",2,"soccer, outside"
