text,label,keyword
"Is there anyone here who is my age and interested in hanging out? I am currently a self-employed New Yorker with ten kids. I enjoy playing video games, hiking (I can't take any), kayaking, and spending time outdoors. Also, I plan to learn Adobe After Effects for my work and movie preferences.",1,"hiking, kayak"
"Actually, the best way to socialize is by going out and doing things like shopping, walking around instead of going to a party.",1,"walk, park"
"Even though I have the intention of packing and going on a week-long camping trip, my experience will be identical to never returning home with similar issues. I'm having sour days, but all is good after that. Be kind and accept everything, even taking on tasks or activities that come your way.",1,camping
"Take a break from life by doing something productive, such as reading or taking errands.",1,walk
"Although I'm unable to leave the house, my only interests are exploring new places and possibly purchasing an inexpensive bmx for entertainment purposes during summer. I also have no desire to go to music festivals, so I can't really commit to anything.",1,outside
"Which leisure activities do you enjoy doing? Last week has been tough, but I felt exhausted after a tiring week. Yesterday, I went for an extended bike ride and it was good (not that I'm complaining here), overall!",1,bike
"Having been running for 7 years, I am now planning to meditate again. It gives me pleasure when something is left off my bucket list. Running doesn't feel like work anymore.",1,"running, run"
Being in college means taking breaks from hair styling and preparing for the barber's chair.,1,Go for a walk
"Learning to run during summer and cross country ski in winter has made finding a hobby more enjoyable, even without the company of others.",1,run
"My presentation is about focusing on small changes to boost my confidence and reduce stress. I find that doing smaller changes can help me feel more relaxed and confident after a stressful situation, which often leads to increased energy levels. Can you suggest some activities for this session?",1,running
"A lot of women enjoy nature and would suggest joining a hiking group or similar groups on Meetup.com, although I wouldn't go there specifically looking for dates in those types to explore.",1,Hiking
"I'm living on my own as a student, and spending time with others frequently in public can lead to panic attacks, stress levels or intense insecurity. While I would like to travel alone, I am concerned about losing my bearings quickly because of the unknown locations around which I may encounter people at first sight.",1,outside
"To start off with, there's no need to worry about anything. Additionally, engaging in a distracting activity like running can help me feel more relaxed and calm than I dozing off at home without any preconceptions or worries. You're right about being happy before going on errands.",1,running
"It's tough to study alone when you have little social anxiety, even in social situations like online tagging or shopping. However, my college studies are still struggling and I'm not ready to make friends.",1,outside
"Following my recent hike, I met some cool people and felt great. However, today caused me to be anxious about my mood.",1,"hike, mountain"
Have you ever found yourself comfortable chatting with strangers outside during the night as there are no other people around? I find myself feeling more relaxed when conversing with someone else while we are walking around due to our busy schedules.,1,"outside, walk"
"People who enjoy movies may consider shopping for, renting or watching them at a movie theater. Those who are fond of dogs can also experience the joy of petting other dogs in parks and parks to see if it helps reduce social anxiety.",1,park
"I was a highly antisocial individual with SAD, and my snowboard instructor job (still in its early years) gave me the biggest advantage. As he explained, communicating with parents, kids, or other instructors was the most difficult part of the experience.",1,snowboard
"I find it refreshing to consider this profession as an alternative to a job, with its appeal to animals and trees. Additionally, government benefits are numerous without the need for college education or training.",1,trees
"Don’t be stupid. After running, I feel great and all that.",1,runner
"Even though I am aware that it is a tough task, give it your best chance! Enjoying walks in parks is something many people do for various reasons. I find it beneficial to my back because I don't have to sit and stand constantly due to the discomfort I experience while sitting.",1,"walk, park"
"Watching animals and plants blows my mind - I don't have access to any counseling or someone close to me in particular, but it helps immensely when I get lost and just want to be alive.",1,nature
"Afterward, I was informed by an annoyed relative that I behaved unkindly in not getting around anyone. Although my family is generally kind and helpful, there were moments when I felt uneasy due to the lack of other individuals at home during my teenage years.",1,outside
Incorporating long distance running and mindful breathing practices into my routine can help me become more self-aware.,1,"running, nature"
"It's important to acknowledge that friends are overrated. I find that some activities require genuine effort, particularly when done by myself due to my social anxiety. Recently though, I've started exploring solo and found it easier than with other people.",1,hikes
"After spending 23 years in academia with no real experience, we're fed up with studying for work and finding it difficult to spend our free time together. We need something different, but I think that this is causing me to become unproductive and careless. Since dropping out and working full-time from my first job, I have been struggling to come up against some of the most extreme ideas without any creative solutions or even close to them.",1,"outside, jog, run"
"As an avid runner, I run and enjoy exploring new places. However, my other interests include engaging in narrative games such as Firewatch (another enjoyable game to play with good storytelling values when not feeling overly paranoid), and creating comics that express personal feelings through drawing.",1,run
"Decrease your concentration and avoid thinking about anything by putting away your notes, make-up or thoughts.",1,Go for a walk
I also took a break from my circle of friends for 'little more than ten minutes' before finding no one to judge me. Brought myself on AN international backpacking trip.,1,backpacking
"Going out for walks every day is a basic activity that I have recently moved on from my previous routine. I'm striving to maintain brisk walking even as it feels easier, has more positive energy and benefits your mind; people tend to overstep the physicality of taking walks alone so they can be isolated in their own world.",1,walk
"We share a similar age, but the proximity of being out and about is also helpful. I prefer to go for walks around town at 2 AM instead of late at night because that's the best time to do so.",1,"outside, walk"
"It may be that I have finally conquered my fears, but I am feeling much happier than when it was only a year ago.",1,walk
"Being unprepared is more difficult than being physically active. For me, not participating in running causes greater anxiety and stress as a result.",1,running
"Small starts small; reading a book, cleaning your bathroom, taking 1-2 minutes for each activity.",1,walk
"After starting to see a support worker, I've been trying to improve my social skills and exploring my neighborhood with her.",1,"outside, walk"
"If your classmates are causing you a lot of anxiety and drawing attention, consider asking them out for ice cream or chatting with someone in secluded areas. Although it may be nerve-wracking to jump off cliffs, talking to her in another environment without worrying about gossip could ease your worries.",1,"walk, park"
"Although there is nothing wrong with being alone, walking on my own makes me feel relaxed and safe. Are there others who experience the same sensation? I recently took a long walk along The Beach in South Africa and now I'm feeling nervous about going alone afterward.",1,"beach,  walk, beach"
"It's been a while since I left university and now I have to deal with the pressure of being alone at home. However, it seems like yesterday has taken utmost effort on my part-time job...I was born with social anxiety and bpd from the age of 19, and every time I try to avoid people, I get depressed. So this past weekend I was challenged by some small challenges:) Today I am going toe the line for ONE day and seeing friends because I feel very sad about leaving my boyfriend.",1,"run, park"
"Taking part in the Pokemon activity is on my bucket list for next summer, hoping it'll increase energy levels and help me feel more relaxed. I have read the Millenium trilogy before; while the Hitchhiker's Guide to the Galaxy is my top choice, I can't resist giving it a go.",1,"outside, bike"
"Every night when I go to sleep, the air falls on me. I love being up by my window and feeling the light of day as if it were falling on myself. It has always been that way for me to be happy even though I don't always feel the same way.",1,"run, outside"
"Despite my efforts to find the cause, I have been running more frequently lately and it's starting to feel like something has happened. It'd be difficult, but last week it was even more overwhelming.",1,"outside, runs"
"It's possible that I could purchase something small from a nearby store, as my issues often arise with people and strangers. Additionally, I have been trying to compliment those in my surroundings which has started yielding positive results; or I might prefer to spend time in crowded public places.",1,park
"Despite this, once I've left behind it, I realize that things are not so bad. Perhaps start small, such as going to the mailbox or sitting outside, and then moving on to more significant tasks like walking around.",1,"walk, outside"
"""I got a pair of girls pictures today. I went to the lake with some of my cousins and caught sight of 'the' girl's' playing volleyball. My friend and I were eager to play, but it didn't come close to their expectations.",1,lake
Is it not possible for you to enjoy a stroll in the park and grab some snacks while sitting on ice? Consider exploring nearby nature paths or engaging in hiking.,1,"Outdoor, hiking,  park, bench"
"Being at nightclubs and restaurants, convention centers has helped me avoid negative self-perception due to my anxiety. This can be worse if I'm too anxious and start worrying about it later; instead, I try to focus on enjoying the scenery in a quieter area and gradually move towards that place.",1,walk
"Even though she had some hints that she liked me, I was nervous to meet her. As a former skater who also enjoyed sharing my videos and talking with friends, it made me feel like I could be anything for her now that I'm no longer invested in myself. We eventually ended up meeting, but the anticipation was high when I told her I couldn't be there for sure.",1,"skate, skating"
"Can you suggest some workout options? I'd suggest cold showers, doing push ups and running, and engaging in physical activity.",1,running
"I've found that going for a night-time run during sleep is an effective and beneficial form of exercise, especially if you live in secluded areas. Additionally, eating taffy can be good for your health!",1,"jogs, walk"
"If faced with severe social anxiety, I tend to retreat and remain at home. I usually volunteer on my own, but communicate with other volunteers occasionally. Alternatively, taking a walk around the neighborhood could be paired well with my volunteer work.",1,"nature, walk"
"While running wasn't my strong suit, I did feel like I had achieved a lot when it came time and again. However, both of these things were challenging physically for me; I lost weight and even ran 5km once before bed but by the end of the day, food was no longer as important to me since I felt like an accomplished athlete.",1,"running, run"
"Avoiding junk food and increasing social interaction will be a good approach for me, but I'm not sure if it will work. Perhaps I should consider going for runs as calming exercises to alleviate stress.",1,runs
"Would taking your dog for a walk or meeting other people with their dog as if they were strangers out to the gym? I'm pretty sure that's what you want, so don't put too much stock in exercise equipment.",1,"walk, outside"
"As a hobby, I enjoy crafting like scrapbooking or painting and decorating. My desk area is being decorated with sand to match the mood of my favorite memories from my childhood, which are all about relaxation at sea.",1,beach
"It's not really important. There are several ways to relax during the next two weeks, including reading books and exercising while keeping yourself energized or mentally stimulated.",1,"outside, bike, sun"
"There's a similar issue here: I feel uneasy eating in the vicinity of other individuals at my college, so I tend to go to parks that aren't too far away.",1,park
"Graduating and breathing exercises are effective for certain people. Performing activities that bring them joy can alleviate some anxiety, but I am aware of the impact they may have on one's thoughts throughout the day or week. Some individuals prefer music to leisurely activities like walking around in the garden, or taking a bath or shower, etc.",1,walk
"The sun's exposure has a positive impact on serotonine levels. I have accumulated countless hours of DIY and hobby work, including metal detector trips every week.",1,nature
"I would suggest that you start using your mic in video games to communicate with people and develop social skills. When you're confident, use outdoor activities such as walking in parks or going to the library/library instead.",1,"outside, walk, park"
"Doing the same would be a great idea to either enjoy nature on my own or try metal detecting. If I didn't have any safety gear, I might consider inviting mates or lovers on - in fact, going on such impromptu trips is one of my dreams.",1,"walk, nature"
"Embrace creativity and mastery in diverse areas of art, including creative writing/directing; film score analysis (videography); visual storytelling through theatrical performance; engaging in playful yet dynamic performances; performing stunts like parkour or other freestyle events; participating in contests; playing card games; making up your body shape; being around others; exploring new experiences; experiencing the joy and enjoyment that comes with it; feeling connected to nature; enjoying outdoor activities; creating unique memories; sharing stories; taking flight; and doing anything in-between.",1,"parkour, climb"
"It's safe to say that I felt like I had overpowered my therapist, even though it didn't hurt. My conversation with my counselor about my anger and isolation from drug use resulted in a dismissive response: ""This guy is definitely needing help.""",1,walk
I enjoy running because it allows me to concentrate on the discomfort rather than getting distracted by other things. It also helps me clear up my mind and makes me feel less overwhelmed.,1,"running, run"
"Personally, I would avoid online dating altogether. It's less complicated to do so, but consider joining a club or going to the gym and exercising more frequently.",1,outside
"Prior to exercising in public, I experience watery eyes and a lack of emotional response (hollowness) while holding eye contact. As if for example, running before interacting with someone at sex or something social seems like kinder behavior. How is this related to having no social anxiety after doing 30 minutes of exercise?",1,run
"After spending a lot of time with others, I find that being in their presence disrupted my priorities and helped me become detached from the demands of those around me. Running or engaging in physical activity can help me reset my mindset after dealing with people for an extended period.",1,running
"Sometimes, I can take a break outside to refresh myself. However, when my friends try to push me too hard, it results in me being locked up due to their pressure and aggressive behavior towards me.",1,outside
"I made it a point to run every day. Although it's not mandatory, I recommend finding if possible jotting / enjoying - as that is one of those little things that makes you happy.",1,"running, run"
"Even if I have to do it alone, hiking or reading/running is something I enjoy doing and I'm happy about being alone.",1,"hiking, running"
"As for hobbies, I'm going to start finding new ones and volunteering at a shelter to care for the dogs in my neighborhood. However there are other opportunities such as walking in parks or taking part in community events; even getting up close and personal!",1,Go for a walk
"To my surprise, I have found that exercise is a highly effective way to combat social anxiety. My approach involves running or other aerobic exercises every day before work, which has had measurable effects on my confidence.",1,run
