text,label,keyword
"On my daily commute to work, you appear like the older couple who greet me with a smile. They are pleasant, but they may not reciprocate by being friendly and accepting of any form of relationship beyond friendship.",2,bike
"The park may be open at 5-6am today, but I'll have to give it a shot tomorrow morning.",2,park
"I was unable to understand why and consequently, people began to perceive me as annoying, which resulted in internal bullying. People would react with arrogance whenever I said something funny, believing it wouldn't be of any use, and then look at each other in frustration without knowing what they meant.",2,"walk, outside, running"
"Although I didn't request a bag, I ended up holding it in my hand while biking. However, they were glad to find what I needed and settled on paying for it.",2,biking
"For extended periods, I struggled to make sense of everything that occurred after. Moreover, my fear of being judged by my neighbor kept me from leaving the house for weeks. I also avoided going outside frequently and only went to the grocery store during odd hours, without any concern for the cashier's perception of me. How did I slowly come out of this situation?",2,"outside, climb"
"Despite being 15, I don't behave like a 15 year old when hanging out with my friend at the library and then having fun in the park.",2,park
"I spent my teenage years having fun with friends, not graduating from high school, and not having a job yet. As if this is the case, I'm feeling isolated and struggling to make sense of what life has to offer without any support.",2,walk
"By then, I was capable of cleaning the lawn and visiting basic institutions like medical centers. I attempted to set a decent example, but my social circle had completely disappeared. As if this were still ongoing, however, everything seemed fine until I isolated myself professionally. Version 1: I feel as though I am stuck in one spot on earth while sitting back down with my horse and not peeing.",2,"outside, lawn, horse"
"Social anxiety is a common experience for me, and as such, I’m open to exploring different experiences. If you want to meet people who also have social anxiety, please let me know; I can usually fit in easily due to the stress involved.",2,hikes
"I am savoring some ice cream while walking, and I believe this activity is a valuable learning opportunity, rather than being preoccupied with expectations.",2,walk
"The longer I do it, the more socially awkward I become. I could be drinking beer in the sun but instead of being in my room I avoid doing everything possible because I don't want to be out there looking for a job.",2,"walk, sun"
"Normally, I would say ""good how are you"", but she ended the conversation by saying ""i'm doing well,"" which left me feeling uneasy due to my constant interruptions.",2,walk
"From an early age, pubs in England were a popular hangout spot for me, but I lost my enthusiasm when I was 13 due to my fear of going to the store.",2,"soccer, outside"
"I felt bad after noticing him staring at me and decided to wave. My neighbor was standing across the street from where I went to dispose of trash, which made me feel upset.",2,outside
"As I was stressed out about not being able to see any of my high schoolers, and feeling like he was attacking me for no apparent reason, I decided to bid farewell privately by asking if everything had gone well.",2,outside
"Our evenings were filled with food, laughter, and playing parks games. It was a fun-filled time, but I think we would have been more outgoing had it not for him! We spent seven hours together.",2,park
"Despite being nervous, it's not an uncommon feeling. People are highly sensitive and require careful breathing techniques. If you have a benzo, avoid drinking too much and avoid overthinking your choices.",2,outside
"Don't miss out on fun activities such as using social media, attending concerts and clubs, going to holiday-themed events like football games at local parks or restaurants (including a dog park), and heading to the beach during Memorial Day. Keep in touch with your hometown because people will follow you if you go out and participate.",2,"park, beach"
"Being subjected to split assessments can be extremely damaging. I recently had a coffee at swanky places like this one, which was appropriate for the hot and sunny weather.",2,walk
"I was attracted to everyone when i was 11 years old, and it's no secret that I find myself appealing even now.",2,"outside, bike"
"The moment I crossed the intersection, there were cars all around me. It was a peaceful and comfortable atmosphere where I didn't have to worry about sounding stupid or making impulsive social moves. I made it to the registration area with some information, followed by some indie folk music, and eventually got to my destination without any concerns.",2,"walk, hill"
"Having left high school, I've been holed up in my house with no friends or any hobbies, and have spent the majority of my time computer-free. I don't have any skills, passions, or friends; I struggle with social anxiety and depression that has persisted for as long as 20 years, but it really hit rock bottom 8 years ago.",2,outside
"Drinking makes me feel like my SA is almost gone for a while, and I can do many things without hesitation. I enjoy talking to strangers on the phone, take stretches of walks, but I'm still hesitant to use the mic even when speaking with online friends.",2,walk
"Having done the same thing, I feel more uncertain because I was close to getting out. I leave after debating whether or not I should go and then return home exhausted.",2,outside
"In the middle of my 5th grade, I began to feel overweight. I'm not sure if it was due to social events or my aunt's treats, but I had no concerns and could make new friends and converse with other children. Since then (and into eighth grade as well), I have been attending kindergarten classes and feeling close to everyone, including myself, who shared birthday parties, sleepovers...We all went to school together and spent some time playing soccer.",2,soccer
"I'm struggling to understand how my work-life balance can be impacted by unexpected events. While I can engage in casual conversations with strangers, I may struggle to maintain composure and focus on personal development.",2,"horses, outside"
The thought of hiding in the mountains is on my mind.,2,mountains
